instrument	time	band	integration	mag	mag_limit	dmag	flux_density	dflux_density	time_unit	integration_unit	mag_unit	mag_type	flux_density_unit	time_frame	extinction_corrected	dtime	reference	date	date_unit	extinction
UKIRT	0.07518	K	180.0	12.574	0	0.02	6250.0	114.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	0.07875	J	180.0	13.839	0	0.02	4692.0	86.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	0.082	J	180.0	13.876	0	0.02	4534.0	83.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	0.08575	H	180.0	13.294	0	0.02	4952.0	91.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	0.08899	H	180.0	13.331	0	0.02	4786.0	88.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	0.92225	K	720.0	15.069	0	0.021	611.0	12.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	0.93368	H	720.0	15.701	0	0.021	523.0	10.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	0.94755	J	720.0	16.403	0	0.022	427.0	9.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	3.03372	K	720.0	16.562	0	0.026	140.7	3.8	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	3.04522	H	720.0	17.207	0	0.026	116.5	3.2	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	3.05857	J	720.0	17.903	0	0.029	94.43	2.94	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	4.96959	K	720.0	17.166	0	0.032	72.8	2.65	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	4.98049	J	720.0	18.387	0	0.036	54.32	2.33	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	7.90928	K	720.0	17.652	0	0.042	39.86	2.21	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	7.92025	H	720.0	18.334	0	0.042	29.12	1.82	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	7.93555	J	720.0	18.928	0	0.049	26.3	1.91	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	11.89832	K	1440.0	18.064	0	0.047	21.44	1.69	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	11.92162	H	720.0	18.659	0	0.059	16.72	1.88	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	11.93279	J	720.0	19.24	0	0.061	15.47	1.78	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	15.93311	K	1440.0	18.205	0	0.05	16.57	1.58	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	15.95695	H	720.0	18.749	0	0.069	13.9	2.01	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	15.96893	J	720.0	19.315	0	0.062	13.29	1.69	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	20.91549	K	1440.0	18.431	0	0.06	9.986	1.531	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	20.9396	H	720.0	18.784	0	0.065	12.86	1.84	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	20.95052	J	720.0	19.5	0	0.08	8.535	1.82	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	23.02826	K	1440.0	18.485	0	0.061	8.605	1.48	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	23.05188	J	720.0	19.444	0	0.069	9.891	1.661	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	29.92407	K	1440.0	18.638	0	0.07	5.044	1.469	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	29.94821	H	720.0	19.08	0	0.081	5.306	1.733	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	29.95953	J	720.0	19.551	0	0.081	7.359	1.757	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	40.91401	K	1440.0	18.677	0	0.069	4.214	1.398	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	40.93587	H	720.0	18.905	0	0.062	9.522	1.572	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
UKIRT	40.9472	J	720.0	19.632	0	0.084	5.602	1.689	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Tautenburg	8.55195	R	1800.0	20.231	0	0.083	13.99	1.93	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Tautenburg	15.5475	R	1800.0	20.487	0	0.078	8.488	1.435	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Keck	11.99796	g	180.0	21.04	0	0.04	8.626	0.539	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Keck	12.00194	V	90.0	20.72	0	0.04	10.21	0.73	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Keck	13.14065	R	300.0	20.44	0	0.03	9.404	0.589	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Keck	13.14606	g	360.0	21.08	0	0.05	8.088	0.646	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Keck	39.96671	R	540.0	20.9	0	0.03	1.939	0.386	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
P200	17.96569	g	900.0	21.28	0	0.09	5.673	0.95	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
P200	17.99252	r	720.0	20.72	0	0.1	7.678	1.724	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Gemini-N	18.92855	z	120.0	20.43	0	0.06	10.88	1.38	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Gemini-N	18.93048	i	120.0	20.7	0	0.08	7.157	1.4	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Gemini-N	18.93233	r	120.0	20.83	0	0.04	5.79	0.64	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Gemini-N	18.93421	g	120.0	21.24	0	0.08	6.121	0.88	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Gemini-N	19.99176	r	120.0	20.76	0	0.08	6.969	1.341	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
RAPTOR	6e-05	r	5.0	10.0	0	0.5	380260.0	140336.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
RAPTOR	0.00023	r	10.0	7.4	0	0.5	4169582.0	1538757.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
RAPTOR	0.0006	r	10.0	10.5	0	0.5	239923.0	88546.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
NOT	0.54	u	NaN	17.7	0	0.05	311.0	14.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
NOT	0.54	g	NaN	17.34	0	0.05	443.0	20.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
NOT	0.54	r	NaN	17.07	0	0.05	553.0	25.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
NOT	0.54	i	NaN	16.94	0	0.05	616.0	28.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
NOT	0.54	z	NaN	16.88	0	0.05	659.0	30.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
RATIR	0.84604	J	1620.0	16.315	0	0.05	464.0	22.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
RATIR	0.84604	H	1620.0	15.635	0	0.05	557.0	26.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
RATIR	1.88	J	5652.0	17.295	0	0.05	178.1	8.8	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
RATIR	1.88	H	5652.0	16.635	0	0.05	210.0	10.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
RATIR	2.93188	J	5544.0	17.975	0	0.05	87.27	4.7	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
RATIR	2.93188	H	5544.0	17.185	0	0.05	119.3	6.2	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Sandvreten	0.61726	R	600.0	16.99	0	0.03	506.0	14.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Sandvreten	0.63317	V	600.0	17.38	0	0.03	426.0	12.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Sandvreten	0.65231	B	1200.0	17.74	0	0.06	352.0	19.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
Sandvreten	0.66821	I	600.0	16.78	0	0.05	474.0	22.0	days	seconds	AB	apparent	microJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...37P/abstract	NaN	NaN	NaN
HST	22.78	F336W	1266.0	23.28	0	0.02	NaN	NaN	days	NaN	AB	apparent	NaN	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...792..115L/abstract	2013-May-20	yyyy-month-deciday	0.09
HST	22.8	F160W	1048.0	21.604	0	0.01	NaN	NaN	days	NaN	AB	apparent	NaN	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...792..115L/abstract	2013-May-20	yyyy-month-deciday	0.01
HST	23.05	F606W	180.0	21.76	0	0.01	NaN	NaN	days	NaN	AB	apparent	NaN	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...792..115L/abstract	2013-May-20	yyyy-month-deciday	0.05
HST	23.05	G800L	1880.0	NaN	0	NaN	NaN	NaN	days	NaN	AB	apparent	NaN	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...792..115L/abstract	2013-May-20	yyyy-month-deciday	NaN
HST	349.82	F336W	2508.0	26.17	0	0.09	NaN	NaN	days	NaN	AB	apparent	NaN	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...792..115L/abstract	2014-Apr-12	yyyy-month-deciday	0.09
HST	355.86	F606W	180.0	25.67	0	0.11	NaN	NaN	days	NaN	AB	apparent	NaN	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...792..115L/abstract	2014-Apr-18	yyyy-month-deciday	0.05
HST	56765.18459	G800L	1880.0	NaN	0	NaN	NaN	NaN	days	NaN	AB	apparent	NaN	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2014ApJ...792..115L/abstract	2014-Apr-18	yyyy-month-deciday	NaN
RATIR	0.01	i	80.0	12.88	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.01	Z	67.0	12.75	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.01	J	67.0	12.69	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.01	i	80.0	12.97	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.01	H	67.0	12.86	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.01	Y	67.0	12.77	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.01	i	80.0	13.12	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.01	Y	67.0	12.88	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.01	H	67.0	13.0	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.01	i	80.0	13.24	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	Z	67.0	13.1	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	J	67.0	13.01	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	i	80.0	13.35	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	J	67.0	13.14	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	Z	67.0	13.22	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	i	80.0	13.42	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	H	67.0	13.21	0	0.03	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	Y	67.0	13.2	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	i	80.0	13.51	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	H	67.0	13.26	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	Y	67.0	13.28	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	i	80.0	13.55	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	Z	67.0	13.43	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	J	67.0	13.37	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	i	80.0	13.61	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	J	67.0	13.4	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	Z	67.0	13.5	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	i	80.0	13.7	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	Y	67.0	13.47	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	H	67.0	13.43	0	0.03	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	i	80.0	13.72	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	Y	67.0	13.53	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	H	67.0	13.48	0	0.03	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.02	i	80.0	13.87	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	J	67.0	13.59	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	Z	67.0	13.69	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	i	80.0	13.87	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	J	67.0	13.64	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	Z	67.0	13.73	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	i	80.0	13.89	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	H	67.0	13.67	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	Y	67.0	13.7	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	i	80.0	13.98	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	Y	67.0	13.76	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	H	67.0	13.72	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	i	80.0	14.03	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	J	67.0	13.81	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	Z	67.0	13.88	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	i	80.0	14.07	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	J	67.0	13.88	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	Z	67.0	13.97	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	i	80.0	14.15	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	Y	67.0	13.89	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	H	67.0	13.87	0	0.03	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	0.03	i	80.0	14.14	0	0.02	NaN	NaN	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
